trial,size,distance,direction,time_ms,distance_traveled,errors
77,60,300,left,610.4550361633301,308.73880924019056,0
78,40,300,right,1255.0630569458008,300.70148349214116,0
79,20,200,left,987.5657558441162,214.98244280089227,0
80,20,100,right,946.7811584472656,116.29828035191777,0
81,20,100,left,667.2608852386475,97.32123824720814,0
82,40,200,left,800.2467155456543,217.43922090276777,0
83,40,200,right,1255.617380142212,397.2923983590007,0
84,40,300,left,1163.0520820617676,350.46157331629473,0
85,60,100,right,875.2942085266113,91.91166483844776,0
86,40,300,left,580.5134773254395,309.4044147578687,0
87,20,200,right,2623.1930255889893,266.6550574118042,2
88,60,200,right,986.3953590393066,186.29769712853636,0
89,40,200,left,803.9710521697998,224.68886501780537,0
90,20,200,right,1172.360897064209,231.28558952731683,0
91,40,200,right,1433.3860874176025,214.94682851803776,0
92,40,300,right,1119.1802024841309,673.0940508192795,0
93,60,200,left,870.7902431488037,221.59436375190296,0
94,40,300,left,1147.1483707427979,431.9070476237661,0
95,20,200,right,1022.5145816802979,297.50535117910226,0
96,40,200,left,925.2583980560303,196.11291917501654,0
97,40,300,left,797.2784042358398,299.8810739328914,0
98,40,200,right,973.3657836914062,362.5302751444576,0
99,60,100,left,914.1132831573486,384.43367141217584,0
100,60,100,right,1913.309097290039,178.5868294909999,0
101,40,200,left,955.2538394927979,251.6436146361065,0
102,60,200,right,951.7543315887451,228.8570256177818,0
103,20,100,left,782.8223705291748,146.49421224517255,0
104,60,200,right,711.2541198730469,366.7211361877833,0
105,40,200,right,929.1753768920898,572.8908324028048,0
106,20,100,left,2417.140483856201,326.0678707534701,2
107,60,300,left,713.526725769043,342.60185568183675,0
108,20,300,right,1089.3232822418213,522.6924079308498,0
109,60,200,right,629.6732425689697,236.31382813250897,0
110,60,100,right,694.8297023773193,129.08811362130356,0
111,20,200,right,949.6912956237793,284.78284291688476,0
112,20,200,right,1142.064094543457,333.2081823322435,0
113,40,200,right,782.6318740844727,252.41630901402542,0
114,60,300,right,677.8151988983154,393.17655656404116,0
115,20,100,left,751.6677379608154,182.2974268157943,0
116,40,100,left,761.6348266601562,99.81892488879163,0
117,20,300,left,1047.1763610839844,327.06421480797434,0
118,40,300,right,898.6940383911133,445.96495112888266,0
119,40,100,right,798.1517314910889,179.01641418311016,0
120,60,300,left,867.7225112915039,322.6947344885936,0
121,20,200,left,1623.7947940826416,536.294380650987,1
122,60,300,right,2242.441415786743,297.2035520319794,3
123,40,200,left,604.3047904968262,200.54624704775256,0
124,60,200,right,709.2008590698242,223.54498920539163,0
125,60,100,right,648.2481956481934,187.60597426805674,0
126,40,100,right,644.2391872406006,116.92662241825619,0
127,40,100,left,899.1382122039795,220.0166776593777,0
128,20,200,right,834.2697620391846,208.45287232210515,0
129,40,300,right,797.0898151397705,469.63421951441575,0
130,60,200,left,698.56858253479,251.99407523076746,0
131,20,100,right,762.2671127319336,117.66563315704936,0
132,60,200,left,628.5648345947266,190.770805691638,0
133,40,300,left,893.8896656036377,379.99962809185575,0
134,20,300,right,1186.2797737121582,421.591371275706,0
135,40,100,right,862.3650074005127,167.48915879786128,0
136,60,300,right,1033.7398052215576,597.2711106040445,0
137,20,200,left,819.4079399108887,230.94276125567902,0
138,40,300,right,748.8994598388672,385.33453704081484,0
139,20,100,left,776.979923248291,305.4540020491483,0
140,20,300,right,964.838981628418,310.4488844755091,0
141,20,100,left,1019.6471214294434,110.45791595227973,1
142,60,100,right,565.4311180114746,119.44301709718418,0
143,60,200,right,763.1781101226807,230.73323777288374,0
144,60,100,left,614.4154071807861,87.37338064705901,0
145,40,100,right,665.2524471282959,151.57143162416466,0
146,20,200,left,796.3879108428955,410.681303654168,0
147,20,100,right,1002.5920867919922,440.54042555514764,0
148,20,300,right,1072.5271701812744,466.67769149287807,0
149,60,300,right,683.4456920623779,315.9477249590653,0
150,40,100,left,946.8011856079102,199.60730471948796,0
151,20,200,right,1108.3183288574219,522.8029093039954,0
152,20,300,right,860.5697154998779,317.3920753249585,0
153,20,300,right,899.1062641143799,473.08798658421995,0
154,60,300,left,596.3332653045654,303.6886629834062,0
155,60,100,right,748.3336925506592,82.1155262398018,0
156,60,300,right,746.2799549102783,366.92082404133623,0
157,60,200,right,718.2073593139648,356.82685453098327,0
158,20,100,left,770.7772254943848,185.76554369769892,0
159,20,300,right,1009.6521377563477,350.7017122445516,0
160,20,200,right,886.5962028503418,209.92037638398378,0
161,60,100,right,511.9328498840332,118.70838635652973,0
162,40,300,right,877.3634433746338,471.8326767871331,0
163,60,100,left,568.0036544799805,83.15383483552458,0
164,20,200,left,834.9483013153076,209.3500472889309,0
