trial,size,distance,direction,time_ms,distance_traveled,errors
125,20,100,right,650.442361831665,256.28420645999756,0
126,60,200,left,481.08720779418945,223.1534098504895,0
127,20,100,right,678.9407730102539,107.1731992370979,0
128,40,300,left,697.3483562469482,294.0722157392576,0
129,20,300,right,882.7300071716309,329.00445100267325,0
130,60,200,right,561.7735385894775,336.6455666090802,0
131,40,300,right,709.6798419952393,453.8795394553043,0
132,40,100,right,529.0026664733887,212.02561887100546,0
133,60,200,right,549.0658283233643,252.7230892672656,0
134,60,100,right,509.48119163513184,192.04178958498306,0
135,20,200,right,726.9105911254883,217.41858219112342,0
136,60,200,left,608.7174415588379,401.5290497543932,0
137,60,200,right,548.0220317840576,196.53431046877395,0
138,20,200,right,709.991455078125,251.83611102694672,0
139,60,200,left,461.6436958312988,192.321294732765,0
140,60,300,left,560.5874061584473,366.2133925666036,0
141,60,300,right,606.8572998046875,316.1107347237521,0
142,20,300,right,748.8143444061279,526.9373071082483,0
143,20,100,right,708.6632251739502,244.7690055950453,0
144,40,100,right,531.8689346313477,114.55992212354643,0
145,40,300,right,644.0849304199219,328.38190152740447,0
146,40,300,left,683.3930015563965,428.077949250231,0
147,60,200,right,414.31140899658203,197.9148195645133,0
148,20,100,right,695.5058574676514,283.15857241313347,0
149,20,100,left,778.3317565917969,202.90624586510683,0
150,20,300,left,1034.5745086669922,605.413808483259,1
151,60,100,left,402.28271484375,154.9676612791626,0
152,20,200,left,723.3028411865234,276.5199756301746,0
153,40,300,right,623.4793663024902,341.1407750398881,0
154,40,200,left,630.7802200317383,239.48588095012755,0
155,60,100,right,566.4308071136475,315.2045144541456,0
156,20,200,left,734.6134185791016,239.0364109838392,0
157,60,300,right,698.4028816223145,290.8486339121008,0
158,40,200,left,675.1484870910645,277.3111009984401,0
159,40,200,left,687.4656677246094,337.8817199802799,0
160,40,200,right,657.1042537689209,225.60558379576773,0
161,40,200,right,638.7512683868408,241.79630141560418,0
162,40,200,left,662.3175144195557,213.889625335891,0
163,40,200,left,668.0617332458496,307.91602725574734,0
164,40,100,left,626.3294219970703,142.8407875228272,0
165,40,300,left,793.8508987426758,528.5413418424768,0
166,20,100,left,772.7131843566895,141.56485367915576,0
167,60,100,left,510.32042503356934,229.784755967567,0
168,40,100,left,460.71338653564453,132.58170821304034,0
169,40,300,right,701.239824295044,315.0465321442806,0
170,20,200,left,824.9306678771973,253.20330020187544,0
171,20,100,left,557.7051639556885,113.04170453541275,0
172,60,300,left,544.2013740539551,341.2689508293182,0
173,60,200,left,446.4068412780762,224.89791598084966,0
174,20,300,left,645.9662914276123,310.89203056436816,0
175,60,300,left,527.8396606445312,310.73095451803187,0
176,40,300,right,593.3666229248047,322.17033643606106,0
177,20,200,right,811.959981918335,403.70407154951494,0
178,40,100,right,499.02939796447754,178.06832561320758,0
179,60,300,left,498.91042709350586,282.941015640809,0
180,20,300,right,728.6219596862793,301.36460462455125,0
