trial,size,distance,direction,time_ms,distance_traveled,errors
1,20,300,left,657.9685211181641,301.0319420074194,1
2,40,300,left,591.0787582397461,391.17922628836106,1
3,20,200,right,574.8343467712402,454.2192595989896,1
4,60,100,left,311.04278564453125,90.36565076600415,0
5,40,100,right,646.3656425476074,174.2844744687862,1
6,40,100,left,362.0004653930664,110.42408790898612,0
7,20,300,right,695.5838203430176,385.7633716972918,2
8,60,300,right,326.9691467285156,289.0102294606123,0
9,20,200,left,1334.3684673309326,655.6903830459023,3
10,20,200,left,1211.8875980377197,390.31960460382436,4
11,40,300,right,558.5222244262695,304.0275850499862,1
12,40,300,right,562.3140335083008,387.74520796525223,1
13,20,300,right,594.3553447723389,363.14287081390506,1
14,40,200,left,573.6455917358398,224.0699821143157,1
15,20,300,right,724.0464687347412,311.9741964410346,0
16,20,100,left,610.2828979492188,163.4881405987649,1
17,60,300,right,716.1359786987305,294.88309201515654,1
18,60,100,right,341.86410903930664,105.55196332530335,0
19,20,300,left,787.9106998443604,306.0367715197503,0
20,20,300,right,582.0224285125732,337.4004615586087,1
21,20,200,right,640.733003616333,207.91895988244033,0
22,60,300,left,444.04006004333496,278.6445828912078,0
23,20,200,right,382.58934020996094,196.86874347900508,0
24,60,300,left,395.21050453186035,307.3408453735254,0
25,40,100,left,493.0257797241211,314.1979889871036,0
26,20,100,right,1149.186372756958,200.21382171367225,3
27,40,300,right,378.3762454986572,314.38272687103625,0
28,60,200,left,344.62428092956543,195.20622951817145,0
29,40,200,right,378.8111209869385,202.3321021859948,0
30,40,100,left,512.709379196167,200.54767351530347,1
31,20,200,right,348.35290908813477,204.13309282011681,0
32,40,300,right,611.4740371704102,306.8289888563452,0
33,20,200,left,612.7467155456543,205.0653259523481,0
34,40,100,right,488.25931549072266,285.3321185615951,0
35,40,300,left,604.1116714477539,315.6674452291392,0
36,60,100,left,363.43908309936523,103.53148443178539,0
37,20,100,left,739.5172119140625,146.20169493987382,1
38,20,200,left,1033.3633422851562,311.2272961455646,1
39,60,300,left,613.7275695800781,287.47369146925706,1
